sitename,Country or Area Name,Full Address,Latitude,Longitude,Air Quality Monitor,IDXi,IDXj,SRadius,MERRALat,MERRALon,agencyname,stationid,utcoff,Continent
Cairo,Egypt,Al Qāhirah,30.0444,31.2358,N,481,677,0,30.04,31.24,AAQE,1818253931,0,africa
Lagos,Nigeria,Lagos,6.455,3.3841,N,387,588,0,6.46,3.38,AAQE,1566593751,0,africa
Kinshasa,Congo (Kinshasa),Kinshasa,-4.3219,15.3119,N,344,626,0,-4.32,15.31,AAQE,1180000363,0,africa
Luanda,Angola,Luanda,-8.8383,13.2344,N,326,619,0,-8.84,13.23,AAQE,1024949724,0,africa
Dar_es_Salaam,Tanzania,Dar es Salaam,-6.8161,39.2803,N,334,703,0,-6.82,39.28,AAQE,1834843853,0,africa
Khartoum,Sudan,Khartoum,15.6031,32.5265,N,423,681,0,15.6,32.53,AAQE,1729268475,0,africa
Johannesburg,South Africa,Gauteng,-26.2044,28.0456,N,256,667,0,-26.2,28.05,AAQE,1710550792,0,africa
Douala,Cameroon,Littoral,4.05,9.7,N,377,608,0,4.05,9.7,AAQE,1120494607,0,africa
Addis_Ababa,Ethiopia,Ādīs Ābeba,9.03,38.74,N,397,701,0,9.03,38.74,AAQE,1231824991,0,africa
Giza,Egypt,Al Jīzah,29.987,31.2118,N,481,677,0,29.99,31.21,AAQE,1818925479,0,africa
Nairobi,Kenya,Nairobi City,-1.2864,36.8172,N,356,695,0,-1.29,36.82,AAQE,1404000661,0,africa
Abidjan,Côte d’Ivoire,Abidjan,5.3364,-4.0267,N,382,564,0,5.34,-4.03,AAQE,1384207980,0,africa
Alexandria,Egypt,Al Iskandarīyah,31.1975,29.8925,N,486,673,0,31.2,29.89,AAQE,1818695837,0,africa
Cape_Town,South Africa,Western Cape,-33.9253,18.4239,N,225,636,0,-33.93,18.42,AAQE,1710680650,0,africa
Bamako,Mali,Bamako,12.6458,-7.9922,N,412,551,0,12.65,-7.99,AAQE,1466965925,0,africa
Kano,Nigeria,Kano,12,8.5167,N,409,604,0,12,8.52,AAQE,1566422868,0,africa
Kumasi,Ghana,Ashanti,6.7,-1.625,N,388,572,0,6.7,-1.63,AAQE,1288181103,0,africa
Abuja,Nigeria,Federal Capital Territory,9.0667,7.4833,N,397,601,0,9.07,7.48,AAQE,1566342270,0,africa
Ibadan,Nigeria,Oyo,7.3964,3.9167,N,391,590,0,7.4,3.92,AAQE,1566366407,0,africa
Boankra,Ghana,Ashanti,6.6919,-1.4051,N,388,573,0,6.69,-1.41,AAQE,1288164978,0,africa
Casablanca,Morocco,Casablanca-Settat,33.5333,-7.5833,N,495,553,0,33.53,-7.58,AAQE,1504175315,0,africa
Ouagadougou,Burkina Faso,Centre,12.3686,-1.5275,N,410,572,0,12.37,-1.53,AAQE,1854029208,0,africa
Mbuji_Mayi,Congo (Kinshasa),Kasaï Oriental,-6.15,23.6,N,336,653,0,-6.15,23.6,AAQE,1180399586,0,africa
Pretoria,South Africa,Gauteng,-25.7461,28.1881,N,258,667,0,-25.75,28.19,AAQE,1710176249,0,africa
Omdurman,Sudan,Khartoum,15.6835,32.4629,N,424,681,0,15.68,32.46,AAQE,1729912179,0,africa
Brazzaville,Congo (Brazzaville),Brazzaville,-4.2667,15.2667,N,344,626,0,-4.27,15.27,AAQE,1178340306,0,africa
Yaounde,Cameroon,Centre,3.8667,11.5167,N,376,614,0,3.87,11.52,AAQE,1120298240,0,africa
Algiers,Algeria,Alger,36.7325,3.0872,N,508,587,0,36.73,3.09,AAQE,1012973369,0,africa
Awka,Nigeria,Anambra,6.2069,7.0678,N,386,600,0,6.21,7.07,AAQE,1566560581,0,africa
Mogadishu,Somalia,Banaadir,2.0392,45.3419,N,369,722,0,2.04,45.34,AAQE,1706893395,0,africa
Kananga,Congo (Kinshasa),Kasaï Central,-5.897,22.4488,N,337,649,0,-5.9,22.45,AAQE,1180172460,0,africa
Port_Harcourt,Nigeria,Rivers,4.8242,7.0336,N,380,600,0,4.82,7.03,AAQE,1566070649,0,africa
Lubumbashi,Congo (Kinshasa),Haut-Katanga,-11.6647,27.4794,N,314,665,0,-11.66,27.48,AAQE,1180506234,0,africa
Benin_City,Nigeria,Edo,6.3333,5.6222,N,386,595,0,6.33,5.62,AAQE,1566080151,0,africa
Lusaka,Zambia,Lusaka,-15.4167,28.2833,N,299,668,0,-15.42,28.28,AAQE,1894157390,0,africa
Kampala,Uganda,Kampala,0.3136,32.5811,N,362,681,0,0.31,32.58,AAQE,1800406299,0,africa
Conakry,Guinea,Conakry,9.5092,-13.7122,N,399,533,0,9.51,-13.71,AAQE,1324568159,0,africa
Yopougon,Côte d’Ivoire,Abidjan,5.3748,-4.0867,N,382,564,0,5.37,-4.09,AAQE,1384759584,0,africa
Harare,Zimbabwe,Harare,-17.8292,31.0522,N,290,676,0,-17.83,31.05,AAQE,1716196799,0,africa
Lome,Togo,Maritime,6.1308,1.2153,N,386,581,0,6.13,1.22,AAQE,1768409132,0,africa
Niamey,Niger,Niamey,13.515,2.1175,N,415,584,0,13.52,2.12,AAQE,1562932886,0,africa
Onitsha,Nigeria,Anambra,6.1667,6.7833,N,386,599,0,6.17,6.78,AAQE,1566593483,0,africa
Dakar,Senegal,Dakar,14.6726,-17.432,N,420,521,0,14.67,-17.43,AAQE,1686604760,0,africa
Pointe_Noire,Congo (Brazzaville),Pointe-Noire,-4.7975,11.8503,N,342,615,0,-4.8,11.85,AAQE,1178411563,0,africa
Cacuaco,Angola,Luanda,-8.8053,13.2444,N,326,619,0,-8.81,13.24,AAQE,1024559448,0,africa
Tangier,Morocco,Tanger-Tétouan-Al Hoceïma,35.7767,-5.8039,N,504,558,0,35.78,-5.8,AAQE,1504861504,0,africa
Antananarivo,Madagascar,Antananarivo,-18.91,47.525,N,285,729,0,-18.91,47.53,AAQE,1450978461,0,africa
Soweto,South Africa,Gauteng,-26.2678,27.8585,N,256,666,0,-26.27,27.86,AAQE,1710627007,0,africa
Hargeysa,Somalia,Woqooyi Galbeed,9.56,44.065,N,399,718,0,9.56,44.07,AAQE,1706832021,0,africa
Baidoa,Somalia,Bay,3.1167,43.65,N,373,717,0,3.12,43.65,AAQE,1706563100,0,africa
Mombasa,Kenya,Mombasa,-4.05,39.6667,N,345,704,0,-4.05,39.67,AAQE,1404512373,0,africa
Maiduguri,Nigeria,Borno,11.8372,13.1542,N,408,619,0,11.84,13.15,AAQE,1566540296,0,africa
Mbandaka,Congo (Kinshasa),Équateur,0.0478,18.2558,N,361,635,0,0.05,18.26,AAQE,1180720887,0,africa
Tripoli,Libya,Ţarābulus,32.8872,13.1914,N,493,619,0,32.89,13.19,AAQE,1434201852,0,africa
Aba,Nigeria,Abia,5.1167,7.3667,N,381,601,0,5.12,7.37,AAQE,1566262000,0,africa
Kigali,Rwanda,Kigali,-1.9536,30.0606,N,353,673,0,-1.95,30.06,AAQE,1646923541,0,africa
Bujumbura,Burundi,Bujumbura Mairie,-3.3833,29.3667,N,347,671,0,-3.38,29.37,AAQE,1108101689,0,africa
Maputo,Mozambique,Maputo,-25.9153,32.5764,N,257,681,0,-25.92,32.58,AAQE,1508074843,0,africa
Bukavu,Congo (Kinshasa),Sud-Kivu,-2.5061,28.8608,N,351,669,0,-2.51,28.86,AAQE,1180475821,0,africa
Shagamu,Nigeria,Ogun,6.8333,3.65,N,388,589,0,6.83,3.65,AAQE,1566202131,0,africa
Fes,Morocco,Fès-Meknès,34.0433,-5.0033,N,497,561,0,34.04,-5,AAQE,1504861997,0,africa
Mwanza,Tanzania,Mwanza,-2.5167,32.9,N,351,682,0,-2.52,32.9,AAQE,1834011288,0,africa
Ikare,Nigeria,Ondo,7.5167,5.75,N,391,595,0,7.52,5.75,AAQE,1566683694,0,africa
Tamale,Ghana,Northern,9.4075,-0.8533,N,399,574,0,9.41,-0.85,AAQE,1288890688,0,africa
Ubungo,Tanzania,Dar es Salaam,-6.7889,39.2056,N,334,702,0,-6.79,39.21,AAQE,1834358621,0,africa
Kisangani,Congo (Kinshasa),Tshopo,0.5167,25.2,N,363,658,0,0.52,25.2,AAQE,1180478201,0,africa
Nouakchott,Mauritania,Nouakchott Ouest,18.0858,-15.9785,N,433,526,0,18.09,-15.98,AAQE,1478414984,0,africa
Matola,Mozambique,Maputo,-25.9667,32.4667,N,257,681,0,-25.97,32.47,AAQE,1508768577,0,africa
Ogbomoso,Nigeria,Oyo,8.1333,4.25,N,394,591,0,8.13,4.25,AAQE,1566373448,0,africa
Enugu,Nigeria,Enugu,6.5,7.5,N,387,601,0,6.5,7.5,AAQE,1566212729,0,africa
Shubra_al_Khaymah,Egypt,Al Qalyūbīyah,30.1286,31.2422,N,482,677,0,30.13,31.24,AAQE,1818909612,0,africa
Monrovia,Liberia,Montserrado,6.3133,-10.8014,N,386,542,0,6.31,-10.8,AAQE,1430477826,0,africa
Tshikapa,Congo (Kinshasa),Kasaï,-6.4167,20.8,N,335,644,0,-6.42,20.8,AAQE,1180581239,0,africa
Domaa_Ahenkro,Ghana,Bono,7.2739,-2.8735,N,390,568,0,7.27,-2.87,AAQE,1288459533,0,africa
Lilongwe,Malawi,Lilongwe,-13.9669,33.7873,N,305,685,0,-13.97,33.79,AAQE,1454688499,0,africa
Gqeberha,South Africa,Eastern Cape,-33.9581,25.6,N,225,659,0,-33.96,25.6,AAQE,1710918997,0,africa
Marrakech,Morocco,Marrakech-Safi,31.63,-8.0089,N,488,551,0,31.63,-8.01,AAQE,1504172585,0,africa
Asmara,Eritrea,Ma’ĭkel,15.3358,38.9411,N,422,702,0,15.34,38.94,AAQE,1232791236,0,africa
Freetown,Sierra Leone,Western Area,8.4833,-13.2331,N,395,535,0,8.48,-13.23,AAQE,1694085071,0,africa
Kibanseke_Premiere,Congo (Kinshasa),Kinshasa,-4.4419,15.395,N,343,626,0,-4.44,15.4,AAQE,1180763985,0,africa
Sale,Morocco,Rabat-Salé-Kénitra,34.0333,-6.8,N,497,555,0,34.03,-6.8,AAQE,1504989034,0,africa
Khartoum_North,Sudan,Khartoum,15.6333,32.6333,N,424,681,0,15.63,32.63,AAQE,1729318628,0,africa
Mushin,Nigeria,Lagos,6.5333,3.35,N,387,588,0,6.53,3.35,AAQE,1566329100,0,africa
Owerri,Nigeria,Imo,5.485,7.035,N,383,600,0,5.49,7.04,AAQE,1566679132,0,africa
Bobo_Dioulasso,Burkina Faso,Hauts-Bassins,11.1833,-4.2833,N,406,563,0,11.18,-4.28,AAQE,1854348796,0,africa
Ashmun,Egypt,Al Minūfīyah,30.2974,30.9764,N,482,676,0,30.3,30.98,AAQE,1818251892,0,africa
Bunia,Congo (Kinshasa),Ituri,1.5667,30.25,N,367,674,0,1.57,30.25,AAQE,1180006418,0,africa
Cazenga,Angola,Luanda,-8.8214,13.2911,N,326,620,0,-8.82,13.29,AAQE,1024791607,0,africa
Bangui,Central African Republic,Bangui,4.3733,18.5628,N,378,636,0,4.37,18.56,AAQE,1140080881,0,africa
Abeokuta,Nigeria,Ogun,7.1608,3.3483,N,390,588,0,7.16,3.35,AAQE,1566979497,0,africa
Ikeja,Nigeria,Lagos,6.6,3.35,N,387,588,0,6.6,3.35,AAQE,1566486388,0,africa
Akure,Nigeria,Ondo,7.25,5.195,N,390,594,0,7.25,5.2,AAQE,1566568277,0,africa
Ilorin,Nigeria,Kwara,8.5,4.55,N,395,592,0,8.5,4.55,AAQE,1566480168,0,africa
Pietermaritzburg,South Africa,KwaZulu-Natal,-29.6167,30.3833,N,243,674,0,-29.62,30.38,AAQE,1710690280,0,africa
Durban,South Africa,KwaZulu-Natal,-29.8833,31.05,N,241,676,0,-29.88,31.05,AAQE,1710149138,0,africa
N_Djamena,Chad,N’Djamena,12.1053,15.0447,N,409,625,0,12.11,15.04,AAQE,1148708596,0,africa
Oran,Algeria,Oran,35.6969,-0.6331,N,504,575,0,35.7,-0.63,AAQE,1012126319,0,africa
Blantyre,Malawi,Blantyre,-15.7861,35.0058,N,298,689,0,-15.79,35.01,AAQE,1454145012,0,africa
Libreville,Gabon,Estuaire,0.3901,9.4544,N,363,607,0,0.39,9.45,AAQE,1266952885,0,africa
Lubango,Angola,Huíla,-14.9167,13.5,N,301,620,0,-14.92,13.5,AAQE,1024669127,0,africa
Dodoma,Tanzania,Dodoma,-6.1731,35.7419,N,336,691,0,-6.17,35.74,AAQE,1834288497,0,africa
Pikine,Senegal,Dakar,14.744,-17.4021,N,420,521,0,14.74,-17.4,AAQE,1686165071,0,africa
Kaduna,Nigeria,Kaduna,10.5167,7.4333,N,403,601,0,10.52,7.43,AAQE,1566368729,0,africa
Baardheere,Somalia,Gedo,2.3447,42.2764,N,370,712,0,2.34,42.28,AAQE,1706822684,0,africa
Gaalkacyo,Somalia,Mudug,6.7697,47.4308,N,388,729,0,6.77,47.43,AAQE,1706067930,0,africa
Nampula,Mozambique,Nampula,-15.1167,39.2667,N,301,703,0,-15.12,39.27,AAQE,1508958445,0,africa
Bouake,Côte d’Ivoire,Vallée du Bandama,7.6833,-5.0331,N,392,561,0,7.68,-5.03,AAQE,1384983838,0,africa
Cabinda,Angola,Cabinda,-5.56,12.19,N,339,616,0,-5.56,12.19,AAQE,1024474012,0,africa
Osogbo,Nigeria,Osun,7.7667,4.5667,N,392,592,0,7.77,4.57,AAQE,1566395088,0,africa
Uvira,Congo (Kinshasa),Sud-Kivu,-3.4,29.15,N,347,670,0,-3.4,29.15,AAQE,1180205443,0,africa
Huambo,Angola,Huambo,-12.7767,15.7347,N,310,627,0,-12.78,15.73,AAQE,1024079828,0,africa
Boosaaso,Somalia,Bari,11.28,49.18,N,406,734,0,11.28,49.18,AAQE,1706054548,0,africa
Bauchi,Nigeria,Bauchi,10.5,10,N,403,609,0,10.5,10,AAQE,1566483284,0,africa
Sinnuris,Egypt,Al Fayyūm,29.4072,30.8667,N,479,676,0,29.41,30.87,AAQE,1818442898,0,africa
Cocody,Côte d’Ivoire,Abidjan,5.3351,-4.0039,N,382,564,0,5.34,-4,AAQE,1384351512,0,africa
Lokoja,Nigeria,Kogi,7.8019,6.7442,N,392,599,0,7.8,6.74,AAQE,1566772925,0,africa
Agege,Nigeria,Lagos,6.6219,3.3258,N,387,588,0,6.62,3.33,AAQE,1566564887,0,africa
Cotonou,Benin,Littoral,6.3667,2.4333,N,386,585,0,6.37,2.43,AAQE,1204955174,0,africa
Bulawayo,Zimbabwe,Bulawayo,-20.17,28.58,N,280,668,0,-20.17,28.58,AAQE,1716032632,0,africa
Kitwe,Zambia,Copperbelt,-12.8167,28.2,N,310,667,0,-12.82,28.2,AAQE,1894321752,0,africa
Nneyi_Umuleri,Nigeria,Anambra,6.3333,6.8333,N,386,599,0,6.33,6.83,AAQE,1566349733,0,africa
Jalingo,Nigeria,Taraba,8.9,11.3667,N,397,613,0,8.9,11.37,AAQE,1566732241,0,africa
Abomey_Calavi,Benin,Atlantique,6.4486,2.3556,N,387,585,0,6.45,2.36,AAQE,1204016569,0,africa
Dayrut,Egypt,Asyūţ,27.5564,30.8106,N,471,676,0,27.56,30.81,AAQE,1818248895,0,africa
Benghazi,Libya,Banghāzī,32.1167,20.0667,N,489,641,0,32.12,20.07,AAQE,1434915572,0,africa
Ndola,Zambia,Copperbelt,-12.9689,28.6325,N,309,669,0,-12.97,28.63,AAQE,1894032745,0,africa
Tukh,Egypt,Al Qalyūbīyah,30.3549,31.2011,N,482,677,0,30.35,31.2,AAQE,1818411967,0,africa
Jos,Nigeria,Plateau,9.9167,8.8903,N,401,605,0,9.92,8.89,AAQE,1566773679,0,africa
Al_Mansurah,Egypt,Ad Daqahlīyah,31.05,31.3833,N,485,677,0,31.05,31.38,AAQE,1818255319,0,africa
Halwan,Egypt,Al Qāhirah,29.8493,31.3327,N,480,677,0,29.85,31.33,AAQE,1818000039,0,africa
Port_Bouet,Côte d’Ivoire,Abidjan,5.2568,-3.963,N,382,564,0,5.26,-3.96,AAQE,1384512844,0,africa
Arusha,Tanzania,Arusha,-3.3667,36.6833,N,348,694,0,-3.37,36.68,AAQE,1834484937,0,africa
Oujda_Angad,Morocco,Oriental,34.6867,-1.9114,N,500,571,0,34.69,-1.91,AAQE,1504891036,0,africa
Malanje,Angola,Malanje,-9.5333,16.35,N,323,629,0,-9.53,16.35,AAQE,1024774947,0,africa
Djibouti,Djibouti,Djibouti,11.5944,43.1481,N,407,715,0,11.59,43.15,AAQE,1262028958,0,africa
Garoua,Cameroon,Nord,9.3,13.4,N,398,620,0,9.3,13.4,AAQE,1120803808,0,africa
Bamenda,Cameroon,North-West,5.9614,10.1517,N,385,609,0,5.96,10.15,AAQE,1120909610,0,africa
Bafoussam,Cameroon,Ouest,5.4667,10.4167,N,383,610,0,5.47,10.42,AAQE,1120435460,0,africa
Tunis,Tunisia,Tunis,36.8064,10.1817,N,508,610,0,36.81,10.18,AAQE,1788742103,0,africa
Somolu,Nigeria,Lagos,6.5408,3.3872,N,387,588,0,6.54,3.39,AAQE,1566609760,0,africa
Al_Mahallah_al_Kubra,Egypt,Al Gharbīyah,30.9667,31.1667,N,485,677,0,30.97,31.17,AAQE,1818406471,0,africa
Port_Sudan,Sudan,Red Sea,19.6158,37.2164,N,439,696,0,19.62,37.22,AAQE,1729710259,0,africa
Rabat,Morocco,Rabat-Salé-Kénitra,34.0209,-6.8416,N,497,555,0,34.02,-6.84,AAQE,1504023252,0,africa
Kabinda,Congo (Kinshasa),Lomami,-6.13,24.48,N,336,655,0,-6.13,24.48,AAQE,1180751831,0,africa
Shibin_al_Qanatir,Egypt,Al Qalyūbīyah,30.3127,31.3202,N,482,677,0,30.31,31.32,AAQE,1818406704,0,africa
Abu_Hummus,Egypt,Al Buḩayrah,31.0931,30.3142,N,485,674,0,31.09,30.31,AAQE,1818221429,0,africa
Uyo,Nigeria,Akwa Ibom,5.0333,7.9275,N,381,602,0,5.03,7.93,AAQE,1566061694,0,africa
Rustenburg,South Africa,North West,-25.6667,27.2428,N,258,664,0,-25.67,27.24,AAQE,1710326039,0,africa
K_ebri_Beyah,Ethiopia,Sumalē,9.0833,43.0833,N,397,715,0,9.08,43.08,AAQE,1231877186,0,africa
Mbeya,Tanzania,Mbeya,-8.9,33.45,N,325,684,0,-8.9,33.45,AAQE,1834396594,0,africa
El_Geneina,Sudan,West Darfur,13.45,22.44,N,415,649,0,13.45,22.44,AAQE,1729642412,0,africa
Agadir,Morocco,Souss-Massa,30.4214,-9.5831,N,483,546,0,30.42,-9.58,AAQE,1504116858,0,africa
Kassala,Sudan,Kassala,15.45,36.4,N,423,693,0,15.45,36.4,AAQE,1729157224,0,africa
Nansana,Uganda,Wakiso,0.3639,32.5286,N,362,681,0,0.36,32.53,AAQE,1800032516,0,africa
Beira,Mozambique,Sofala,-19.8333,34.85,N,282,689,0,-19.83,34.85,AAQE,1508407369,0,africa
Touba,Senegal,Diourbel,14.8667,-15.8833,N,420,526,0,14.87,-15.88,AAQE,1686956738,0,africa
Port_Said,Egypt,Būr Sa‘īd,31.2625,32.3061,N,486,680,0,31.26,32.31,AAQE,1818628574,0,africa
Meknes,Morocco,Fès-Meknès,33.895,-5.5547,N,497,559,0,33.9,-5.55,AAQE,1504333193,0,africa
Al_Fayyum,Egypt,Al Fayyūm,29.3,30.8333,N,478,676,0,29.3,30.83,AAQE,1818281002,0,africa
Suez,Egypt,As Suways,29.9667,32.5333,N,481,681,0,29.97,32.53,AAQE,1818495972,0,africa
Abu_Tisht,Egypt,Qinā,26.1204,32.0954,N,465,680,0,26.12,32.1,AAQE,1818097618,0,africa
Benguela,Angola,Benguela,-12.55,13.4167,N,311,620,0,-12.55,13.42,AAQE,1024141961,0,africa
Cuito,Angola,Bié,-12.3833,16.9333,N,311,631,0,-12.38,16.93,AAQE,1024939858,0,africa
Al_Fashn,Egypt,Banī Suwayf,28.8231,30.899,N,476,676,0,28.82,30.9,AAQE,1818503615,0,africa
Cadaado,Somalia,Galguduud,6.1393,46.6241,N,386,726,0,6.14,46.62,AAQE,1706406560,0,africa
Kenitra,Morocco,Rabat-Salé-Kénitra,34.25,-6.5833,N,498,556,0,34.25,-6.58,AAQE,1504534876,0,africa
Newcastle,South Africa,KwaZulu-Natal,-27.7464,29.9328,N,250,673,0,-27.75,29.93,AAQE,1710031016,0,africa
Ile_Ife,Nigeria,Osun,7.4833,4.5592,N,391,592,0,7.48,4.56,AAQE,1566756897,0,africa
Belas,Angola,Luanda,-8.9983,13.265,N,325,619,0,-9,13.27,AAQE,1024196826,0,africa
Talatona,Angola,Luanda,-8.9167,13.1833,N,325,619,0,-8.92,13.18,AAQE,1024988332,0,africa
Asaba,Nigeria,Delta,6.1833,6.7333,N,386,599,0,6.18,6.73,AAQE,1566322425,0,africa
El_Fasher,Sudan,North Darfur,13.63,25.35,N,416,658,0,13.63,25.35,AAQE,1729372385,0,africa
K_ebri_Dehar,Ethiopia,Sumalē,6.7333,44.2667,N,388,719,0,6.73,44.27,AAQE,1231393469,0,africa
Likasi,Congo (Kinshasa),Haut-Katanga,-10.9833,26.7333,N,317,663,0,-10.98,26.73,AAQE,1180978192,0,africa
Nyala,Sudan,South Darfur,12.05,24.8833,N,409,657,0,12.05,24.88,AAQE,1729833248,0,africa
Bissau,Guinea-Bissau,Bissau,11.85,-15.5667,N,408,527,0,11.85,-15.57,AAQE,1624168850,0,africa
Accra,Ghana,Greater Accra,5.5461,-0.2067,N,383,576,0,5.55,-0.21,AAQE,1288299415,0,africa
Garoowe,Somalia,Nugaal,8.4,48.4833,N,395,732,0,8.4,48.48,AAQE,1706512367,0,africa
Akhmim,Egypt,Sūhāj,26.5667,31.75,N,467,679,0,26.57,31.75,AAQE,1818295057,0,africa
Kolwezi,Congo (Kinshasa),Lualaba,-10.7167,25.4667,N,318,658,0,-10.72,25.47,AAQE,1180380965,0,africa
Berbera,Somalia,Woqooyi Galbeed,10.4396,45.0143,N,403,721,0,10.44,45.01,AAQE,1706893125,0,africa
Morogoro,Tanzania,Morogoro,-6.8242,37.6633,N,334,698,0,-6.82,37.66,AAQE,1834185429,0,africa
Katlehong,South Africa,Gauteng,-26.3333,28.15,N,256,667,0,-26.33,28.15,AAQE,1710975690,0,africa
Juba,South Sudan,Central Equatoria,4.83,31.58,N,380,678,0,4.83,31.58,AAQE,1728444337,0,africa
Kikwit,Congo (Kinshasa),Kwilu,-5.0386,18.8181,N,341,637,0,-5.04,18.82,AAQE,1180518247,0,africa
Kahama,Tanzania,Shinyanga,-3.8375,32.6,N,346,681,0,-3.84,32.6,AAQE,1834043034,0,africa
Warder,Ethiopia,Sumalē,6.9667,45.35,N,389,722,0,6.97,45.35,AAQE,1231158948,0,africa
Constantine,Algeria,Constantine,36.35,6.6,N,506,598,0,36.35,6.6,AAQE,1012275076,0,africa
Zebediela,South Africa,Limpopo,-24.31,29.27,N,264,671,0,-24.31,29.27,AAQE,1710272814,0,africa
Matadi,Congo (Kinshasa),Kongo Central,-5.8167,13.4833,N,338,620,0,-5.82,13.48,AAQE,1180529604,0,africa
Ado_Ekiti,Nigeria,Ekiti,7.6211,5.2214,N,391,594,0,7.62,5.22,AAQE,1566196391,0,africa
Ndjili,Congo (Kinshasa),Kinshasa,-4.4089,15.3775,N,343,626,0,-4.41,15.38,AAQE,1180965012,0,africa
Korhogo,Côte d’Ivoire,Savanes,9.4578,-5.6294,N,399,559,0,9.46,-5.63,AAQE,1384205840,0,africa
Lobito,Angola,Benguela,-12.35,13.5464,N,312,620,0,-12.35,13.55,AAQE,1024128946,0,africa
Al_Maraghah,Egypt,Sūhāj,26.6998,31.6046,N,468,678,0,26.7,31.6,AAQE,1818170583,0,africa
Windhoek,Namibia,Khomas,-22.57,17.0836,N,271,632,0,-22.57,17.08,AAQE,1516802003,0,africa
Ismailia,Egypt,Al Ismā‘īlīyah,30.5833,32.2667,N,483,680,0,30.58,32.27,AAQE,1818532766,0,africa
Sokoto,Nigeria,Sokoto,13.0833,5.25,N,413,594,0,13.08,5.25,AAQE,1566574518,0,africa
