sitename,Country or Area Name,Full Address,Latitude,Longitude,Air Quality Monitor,IDXi,IDXj,SRadius,MERRALat,MERRALon,agencyname,stationid,utcoff,Continent
Al_Bajur,Egypt,Al Minūfīyah,30.4305,31.0368,N,483,676,0,30.43,31.04,AAQE,1818896076,0,africa
Burco,Somalia,Togdheer,9.5221,45.5336,N,399,723,0,9.52,45.53,AAQE,1706322754,0,africa
Tetouan,Morocco,Tanger-Tétouan-Al Hoceïma,35.5667,-5.3667,N,503,560,0,35.57,-5.37,AAQE,1504709141,0,africa
Daloa,Côte d’Ivoire,Sassandra-Marahoué,6.89,-6.45,N,389,556,0,6.89,-6.45,AAQE,1384564974,0,africa
Ugep,Nigeria,Cross River,5.8,8.0833,N,384,603,0,5.8,8.08,AAQE,1566000091,0,africa
El_Obeid,Sudan,North Kordofan,13.1833,30.2167,N,414,674,0,13.18,30.22,AAQE,1729215531,0,africa
Ajdabiya,Libya,Al Wāḩāt,30.77,20.22,N,484,642,0,30.77,20.22,AAQE,1434401280,0,africa
Awsim,Egypt,Al Jīzah,30.1222,31.1333,N,481,677,0,30.12,31.13,AAQE,1818167257,0,africa
Tala,Egypt,Al Minūfīyah,30.6798,30.9436,N,484,676,0,30.68,30.94,AAQE,1818590732,0,africa
Talkha,Egypt,Ad Daqahlīyah,31.0592,31.3767,N,485,677,0,31.06,31.38,AAQE,1818821824,0,africa
Banjul,"Gambia, The",Banjul,13.4581,-16.5786,N,415,524,0,13.46,-16.58,AAQE,1270723713,0,africa
Koumassi,Côte d’Ivoire,Abidjan,5.2972,-3.9675,N,382,564,0,5.3,-3.97,AAQE,1384863297,0,africa
Kisumu,Kenya,Kisumu,-0.1,34.75,N,361,688,0,-0.1,34.75,AAQE,1404511920,0,africa
Zaria,Nigeria,Kaduna,11.0667,7.7,N,405,602,0,11.07,7.7,AAQE,1566287704,0,africa
Shashemene,Ethiopia,Oromīya,7.2,38.6,N,390,701,0,7.2,38.6,AAQE,1231110370,0,africa
Igboho,Nigeria,Oyo,8.8333,3.75,N,396,589,0,8.83,3.75,AAQE,1566640824,0,africa
Betsiboka,Madagascar,Mahajanga,-16.8667,46.95,N,294,727,0,-16.87,46.95,AAQE,1450524066,0,africa
Ijebu_Ode,Nigeria,Ogun,6.8208,3.9208,N,388,590,0,6.82,3.92,AAQE,1566495747,0,africa
Tanga,Tanzania,Tanga,-5.0742,39.0992,N,341,702,0,-5.07,39.1,AAQE,1834004568,0,africa
Saurimo,Angola,Lunda-Sul,-9.65,20.4,N,322,642,0,-9.65,20.4,AAQE,1024326839,0,africa
Yola,Nigeria,Adamawa,9.23,12.46,N,398,617,0,9.23,12.46,AAQE,1566782065,0,africa
Khayelitsha,South Africa,Western Cape,-34.0403,18.6778,N,225,637,0,-34.04,18.68,AAQE,1710736316,0,africa
Nnewi,Nigeria,Anambra,6.0167,6.9167,N,385,599,0,6.02,6.92,AAQE,1566097410,0,africa
San_Pedro,Côte d’Ivoire,Bas-Sassandra,4.7704,-6.64,N,380,556,0,4.77,-6.64,AAQE,1384436547,0,africa
Asyut,Egypt,Asyūţ,27.1869,31.1714,N,470,677,0,27.19,31.17,AAQE,1818456592,0,africa
Gwoza,Nigeria,Borno,11.0861,13.6914,N,405,621,0,11.09,13.69,AAQE,1566834535,0,africa
Saki,Nigeria,Oyo,8.6667,3.4,N,396,588,0,8.67,3.4,AAQE,1566404680,0,africa
Uvinza,Tanzania,Kigoma,-5.1069,30.3839,N,341,674,0,-5.11,30.38,AAQE,1834561245,0,africa
Oyo,Nigeria,Oyo,7.8417,3.9306,N,392,590,0,7.84,3.93,AAQE,1566930579,0,africa
Kisenzi,Congo (Kinshasa),Kinshasa,-4.4094,15.3425,N,343,626,0,-4.41,15.34,AAQE,1180795720,0,africa
Ceel_Baraf,Somalia,Shabeellaha Dhexe,3.2072,45.7593,N,374,723,0,3.21,45.76,AAQE,1706959191,0,africa
Ilesa,Nigeria,Osun,7.6167,4.7167,N,391,592,0,7.62,4.72,AAQE,1566937414,0,africa
Gusau,Nigeria,Zamfara,12.15,6.6667,N,410,598,0,12.15,6.67,AAQE,1566383682,0,africa
Serekunda,"Gambia, The",Kanifing,13.445,-16.675,N,415,524,0,13.45,-16.68,AAQE,1270640044,0,africa
Kanifing,"Gambia, The",Kanifing,13.4475,-16.6725,N,415,524,0,13.45,-16.67,AAQE,1270000000,0,africa
Madinat_as_Sadis_min_Uktubar,Egypt,Al Jīzah,29.9361,30.9269,N,481,676,0,29.94,30.93,AAQE,1818735651,0,africa
Mamou,Guinea,Mamou,10.3833,-12.0833,N,403,538,0,10.38,-12.08,AAQE,1324990909,0,africa
Dikirnis,Egypt,Ad Daqahlīyah,31.089,31.5948,N,485,678,0,31.09,31.59,AAQE,1818065059,0,africa
Chitungwiza,Zimbabwe,Harare,-17.9939,31.0481,N,289,676,0,-17.99,31.05,AAQE,1716688236,0,africa
Qardho,Somalia,Bari,9.5004,49.166,N,399,734,0,9.5,49.17,AAQE,1706405003,0,africa
Warri,Nigeria,Delta,5.5167,5.75,N,383,595,0,5.52,5.75,AAQE,1566325734,0,africa
Geita,Tanzania,Geita,-2.8714,32.2294,N,350,680,0,-2.87,32.23,AAQE,1834469543,0,africa
Buurhakaba,Somalia,Bay,2.7837,44.0833,N,372,718,0,2.78,44.08,AAQE,1706176225,0,africa
Umuahia,Nigeria,Abia,5.5333,7.4833,N,383,601,0,5.53,7.48,AAQE,1566217980,0,africa
Ash_Shuhada,Egypt,Al Minūfīyah,30.5968,30.8993,N,483,676,0,30.6,30.9,AAQE,1818906012,0,africa
Ondo,Nigeria,Ondo,7.0833,4.8333,N,389,592,0,7.08,4.83,AAQE,1566993724,0,africa
Cubal,Angola,Benguela,-13.0333,14.25,N,309,623,0,-13.03,14.25,AAQE,1024580158,0,africa
Luena,Angola,Moxico,-11.7918,19.9062,N,314,641,0,-11.79,19.91,AAQE,1024283760,0,africa
Gedaref,Sudan,Gedaref,14.0333,35.3833,N,417,690,0,14.03,35.38,AAQE,1729215057,0,africa
Gode,Ethiopia,Sumalē,5.9527,43.5516,N,385,716,0,5.95,43.55,AAQE,1231128743,0,africa
Antonio_Enes,Mozambique,Nampula,-16.2308,39.9105,N,296,705,0,-16.23,39.91,AAQE,1508591443,0,africa
Gwagwalada,Nigeria,Federal Capital Territory,8.9392,7.0758,N,397,600,0,8.94,7.08,AAQE,1566419265,0,africa
Wad_Medani,Sudan,Gezira,14.4,33.51,N,419,684,0,14.4,33.51,AAQE,1729581572,0,africa
Kusti,Sudan,White Nile,13.17,32.66,N,414,682,0,13.17,32.66,AAQE,1729229371,0,africa
Maseru,Lesotho,Maseru,-29.31,27.48,N,244,665,0,-29.31,27.48,AAQE,1426977668,0,africa
Sfax,Tunisia,Sfax,34.74,10.76,N,500,611,0,34.74,10.76,AAQE,1788741658,0,africa
Yamoussoukro,Côte d’Ivoire,Yamoussoukro,6.8161,-5.2742,N,388,560,0,6.82,-5.27,AAQE,1384683557,0,africa
Randburg,South Africa,Gauteng,-26.0936,28.0064,N,257,667,0,-26.09,28.01,AAQE,1710279034,0,africa
Birkat_as_Sab,Egypt,Al Minūfīyah,30.6291,31.0824,N,484,676,0,30.63,31.08,AAQE,1818672478,0,africa
Lafia,Nigeria,Nasarawa,8.4917,8.5167,N,395,604,0,8.49,8.52,AAQE,1566042542,0,africa
Guediawaye,Senegal,Dakar,14.7724,-17.3884,N,420,521,0,14.77,-17.39,AAQE,1686908896,0,africa
Chipata,Zambia,Eastern,-13.6453,32.6464,N,306,681,0,-13.65,32.65,AAQE,1894816262,0,africa
Roodepoort,South Africa,Gauteng,-26.1625,27.8725,N,256,666,0,-26.16,27.87,AAQE,1710090212,0,africa
Nazret,Ethiopia,Oromīya,8.5414,39.2689,N,395,703,0,8.54,39.27,AAQE,1231826873,0,africa
Safi,Morocco,Marrakech-Safi,32.2833,-9.2333,N,490,547,0,32.28,-9.23,AAQE,1504000717,0,africa
Kikuyu,Kenya,Kiambu,-1.2463,36.6629,N,356,694,0,-1.25,36.66,AAQE,1404116834,0,africa
Mekele,Ethiopia,Tigray,13.4969,39.4769,N,415,703,0,13.5,39.48,AAQE,1231468531,0,africa
Uige,Angola,Uíge,-7.6167,15.05,N,331,625,0,-7.62,15.05,AAQE,1024666275,0,africa
Minna,Nigeria,Niger,9.6139,6.5569,N,399,598,0,9.61,6.56,AAQE,1566285237,0,africa
Taourirt,Morocco,Oriental,34.4169,-2.885,N,499,568,0,34.42,-2.89,AAQE,1504648957,0,africa
Menongue,Angola,Cuando Cubango,-14.6556,17.6842,N,302,634,0,-14.66,17.68,AAQE,1024725650,0,africa
Okene,Nigeria,Kogi,7.5619,6.2411,N,391,597,0,7.56,6.24,AAQE,1566909987,0,africa
Muhanga,Rwanda,Southern Province,-2.0845,29.7527,N,353,672,0,-2.08,29.75,AAQE,1646187395,0,africa
Katsina,Nigeria,Katsina,12.25,7.5,N,410,601,0,12.25,7.5,AAQE,1566777297,0,africa
Bor,South Sudan,Jonglei,6.2072,31.5591,N,386,678,0,6.21,31.56,AAQE,1728186782,0,africa
N_Zerekore,Guinea,N’Zérékoré,7.7522,-8.8217,N,392,549,0,7.75,-8.82,AAQE,1324336588,0,africa
Sousse,Tunisia,Sousse,35.8333,10.6333,N,504,611,0,35.83,10.63,AAQE,1788927583,0,africa
Attiecoube,Côte d’Ivoire,Abidjan,5.3453,-4.035,N,382,564,0,5.35,-4.04,AAQE,1384919817,0,africa
Mitchells_Plain,South Africa,Western Cape,-34.0506,18.6181,N,225,637,0,-34.05,18.62,AAQE,1710549821,0,africa
Tabora,Tanzania,Tabora,-5.0167,32.8,N,341,682,0,-5.02,32.8,AAQE,1834712235,0,africa
Nakuru,Kenya,Nakuru,-0.2833,36.0667,N,360,692,0,-0.28,36.07,AAQE,1404140179,0,africa
Sumbawanga,Tanzania,Rukwa,-7.9667,31.6167,N,329,678,0,-7.97,31.62,AAQE,1834684278,0,africa
Az_Zaqaziq,Egypt,Ash Sharqīyah,30.5667,31.5,N,483,678,0,30.57,31.5,AAQE,1818017750,0,africa
Al_Waqf,Egypt,Qinā,26.0866,32.4226,N,465,681,0,26.09,32.42,AAQE,1818448534,0,africa
Awasa,Ethiopia,Sīdama,7.05,38.4667,N,389,700,0,7.05,38.47,AAQE,1231663122,0,africa
Al_Ajami,Egypt,Al Iskandarīyah,31.1227,29.7838,N,485,672,0,31.12,29.78,AAQE,1818001525,0,africa
Al_Matariyah,Egypt,Ad Daqahlīyah,31.1833,32.0333,N,486,680,0,31.18,32.03,AAQE,1818621008,0,africa
Jinja,Uganda,Jinja,0.4233,33.2039,N,363,683,0,0.42,33.2,AAQE,1800632405,0,africa
Temara,Morocco,Rabat-Salé-Kénitra,33.9267,-6.9122,N,497,555,0,33.93,-6.91,AAQE,1504016606,0,africa
Malabo,Equatorial Guinea,Bioko Norte,3.7456,8.7744,N,376,605,0,3.75,8.77,AAQE,1226861333,0,africa
Shubrakhit,Egypt,Al Buḩayrah,31.0279,30.7149,N,485,675,0,31.03,30.71,AAQE,1818459935,0,africa
Rufisque,Senegal,Dakar,14.714,-17.2723,N,420,522,0,14.71,-17.27,AAQE,1686348669,0,africa
Kafr_Saqr,Egypt,Ash Sharqīyah,30.7934,31.6257,N,484,678,0,30.79,31.63,AAQE,1818242505,0,africa
Divo,Côte d’Ivoire,Gôh-Djiboua,5.8372,-5.3572,N,384,560,0,5.84,-5.36,AAQE,1384831436,0,africa
Vila_Teixeira_da_Silva,Angola,Huambo,-12.1958,15.8556,N,312,628,0,-12.2,15.86,AAQE,1024863343,0,africa
Paarl,South Africa,Western Cape,-33.7242,18.9558,N,226,638,0,-33.72,18.96,AAQE,1710440011,0,africa
Mahikeng,South Africa,North West,-25.8656,25.6436,N,258,659,0,-25.87,25.64,AAQE,1710965423,0,africa
Batna,Algeria,Batna,35.55,6.1667,N,503,597,0,35.55,6.17,AAQE,1012093229,0,africa
Eldoret,Kenya,Uasin Gishu,0.5167,35.2833,N,363,690,0,0.52,35.28,AAQE,1404676289,0,africa
Kabwe,Zambia,Central,-14.4333,28.45,N,303,668,0,-14.43,28.45,AAQE,1894711746,0,africa
Setif,Algeria,Sétif,36.19,5.41,N,506,594,0,36.19,5.41,AAQE,1012981116,0,africa
Songea,Tanzania,Ruvuma,-10.6833,35.65,N,318,691,0,-10.68,35.65,AAQE,1834461509,0,africa
Masaka,Uganda,Masaka,-0.3411,31.7361,N,360,679,0,-0.34,31.74,AAQE,1800731885,0,africa
Qillin,Egypt,Kafr ash Shaykh,31.0475,30.8549,N,485,676,0,31.05,30.85,AAQE,1818166178,0,africa
Kaura_Namoda,Nigeria,Zamfara,12.6,6.5897,N,411,598,0,12.6,6.59,AAQE,1566455111,0,africa
Sumbe,Angola,Cuanza-Sul,-11.2053,13.8417,N,316,621,0,-11.21,13.84,AAQE,1024297937,0,africa
Caala,Angola,Huambo,-12.85,15.55,N,310,627,0,-12.85,15.55,AAQE,1024160241,0,africa
Gagnoa,Côte d’Ivoire,Gôh-Djiboua,6.1333,-5.9333,N,386,558,0,6.13,-5.93,AAQE,1384138010,0,africa
Dire_Dawa,Ethiopia,Dirē Dawa,9.6,41.8667,N,399,711,0,9.6,41.87,AAQE,1231089714,0,africa
Soubre,Côte d’Ivoire,Bas-Sassandra,5.7836,-6.5939,N,384,556,0,5.78,-6.59,AAQE,1384745470,0,africa
Gabela,Angola,Cuanza-Sul,-10.85,14.3667,N,318,623,0,-10.85,14.37,AAQE,1024159015,0,africa
Nguru,Nigeria,Yobe,12.8792,10.4525,N,413,610,0,12.88,10.45,AAQE,1566737779,0,africa
Shibin_al_Kawm,Egypt,Al Minūfīyah,30.55,31,N,483,676,0,30.55,31,AAQE,1818787044,0,africa
Aswan,Egypt,Aswān,24.0889,32.8997,N,457,682,0,24.09,32.9,AAQE,1818262512,0,africa
Maradi,Niger,Maradi,13.501,7.1036,N,415,600,0,13.5,7.1,AAQE,1562200314,0,africa
East_London,South Africa,Eastern Cape,-33.0175,27.9047,N,229,666,0,-33.02,27.9,AAQE,1710178149,0,africa
Kibaha,Tanzania,Coast,-6.7667,38.9167,N,334,702,0,-6.77,38.92,AAQE,1834065400,0,africa
Antsirabe,Madagascar,Antananarivo,-19.8667,47.0333,N,282,728,0,-19.87,47.03,AAQE,1450791699,0,africa
Ed_Daein,Sudan,East Darfur,11.4672,26.1317,N,407,661,0,11.47,26.13,AAQE,1729512354,0,africa
Tchibota,Congo (Brazzaville),Kouilou,-4.1794,11.3731,N,344,613,0,-4.18,11.37,AAQE,1178731596,0,africa
Matala,Angola,Huíla,-14.7306,15.0367,N,302,625,0,-14.73,15.04,AAQE,1024249088,0,africa
Bariadi,Tanzania,Simiyu,-2.7919,33.9894,N,350,686,0,-2.79,33.99,AAQE,1834546025,0,africa
Hong,Nigeria,Adamawa,10.2317,12.9303,N,402,618,0,10.23,12.93,AAQE,1566033629,0,africa
Boksburg,South Africa,Gauteng,-26.2125,28.2625,N,256,667,0,-26.21,28.26,AAQE,1710932183,0,africa
Misratah,Libya,Mişrātah,32.3775,15.092,N,491,625,0,32.38,15.09,AAQE,1434518407,0,africa
Singa,Sudan,Sennar,13.1483,33.9311,N,414,686,0,13.15,33.93,AAQE,1729951108,0,africa
Ndulo,Angola,Huambo,-11.4833,15.8333,N,315,628,0,-11.48,15.83,AAQE,1024783572,0,africa
Andulo,Angola,Bié,-11.4926,16.7035,N,315,630,0,-11.49,16.7,AAQE,1024697140,0,africa
Annaba,Algeria,Annaba,36.9,7.7667,N,509,602,0,36.9,7.77,AAQE,1012600001,0,africa
Chingola,Zambia,Copperbelt,-12.5333,27.85,N,311,666,0,-12.53,27.85,AAQE,1894202007,0,africa
Bloemfontein,South Africa,Free State,-29.1167,26.2167,N,245,661,0,-29.12,26.22,AAQE,1710495933,0,africa
Germiston,South Africa,Gauteng,-26.2178,28.1672,N,256,667,0,-26.22,28.17,AAQE,1710366382,0,africa
Mocamedes,Angola,Namibe,-15.1953,12.1508,N,300,616,0,-15.2,12.15,AAQE,1024785067,0,africa
Sodo,Ethiopia,YeDebub Bihēroch Bihēreseboch na Hizboch,6.855,37.7808,N,388,698,0,6.86,37.78,AAQE,1231130720,0,africa
Tanta,Egypt,Al Gharbīyah,30.7833,31,N,484,676,0,30.78,31,AAQE,1818501770,0,africa
Godome,Benin,Atlantique,6.3667,2.35,N,386,585,0,6.37,2.35,AAQE,1204027999,0,africa
Bata,Equatorial Guinea,Litoral,1.865,9.77,N,368,608,0,1.87,9.77,AAQE,1226528087,0,africa
Al_Bayda,Libya,Al Jabal al Akhḑar,32.7628,21.755,N,492,647,0,32.76,21.76,AAQE,1434263017,0,africa
Kurmuk,Sudan,Blue Nile,10.5563,34.2848,N,403,687,0,10.56,34.28,AAQE,1729180375,0,africa
Goma,Congo (Kinshasa),Nord-Kivu,-1.6794,29.2336,N,354,671,0,-1.68,29.23,AAQE,1180805022,0,africa
Banikoara,Benin,Alibori,11.3,2.4333,N,406,585,0,11.3,2.43,AAQE,1204495680,0,africa
Al_Ashir_min_Ramadan,Egypt,Ash Sharqīyah,30.2964,31.7463,N,482,679,0,30.3,31.75,AAQE,1818297014,0,africa
Mahajanga,Madagascar,Mahajanga,-15.67,46.345,N,298,725,0,-15.67,46.35,AAQE,1450421961,0,africa
Damanhur,Egypt,Al Buḩayrah,31.05,30.4667,N,485,674,0,31.05,30.47,AAQE,1818708838,0,africa
Bahir_Dar,Ethiopia,Āmara,11.6,37.3833,N,407,697,0,11.6,37.38,AAQE,1231784118,0,africa
Sapele,Nigeria,Delta,5.9,5.6667,N,385,595,0,5.9,5.67,AAQE,1566310893,0,africa
Man,Côte d’Ivoire,Montagnes,7.4004,-7.55,N,391,553,0,7.4,-7.55,AAQE,1384112524,0,africa
Gelemso,Ethiopia,Oromīya,8.8167,40.5167,N,396,707,0,8.82,40.52,AAQE,1231438273,0,africa
Chimoio,Mozambique,Manica,-19.1167,33.45,N,285,684,0,-19.12,33.45,AAQE,1508460246,0,africa
Kasulu,Tanzania,Kigoma,-4.58,30.1,N,343,673,0,-4.58,30.1,AAQE,1834918111,0,africa
Djougou,Benin,Donga,9.7,1.6667,N,400,582,0,9.7,1.67,AAQE,1204972666,0,africa
Centurion,South Africa,Gauteng,-25.8603,28.1894,N,258,667,0,-25.86,28.19,AAQE,1710138774,0,africa
Al_Minya,Egypt,Al Minyā,28.0833,30.75,N,473,675,0,28.08,30.75,AAQE,1818607968,0,africa
Iseyin,Nigeria,Oyo,7.9667,3.6,N,393,589,0,7.97,3.6,AAQE,1566714777,0,africa
Gaborone,Botswana,Gaborone,-24.6569,25.9086,N,262,660,0,-24.66,25.91,AAQE,1072756768,0,africa
Zinder,Niger,Zinder,13.8014,8.9849,N,416,606,0,13.8,8.98,AAQE,1562758258,0,africa
Ganda,Angola,Benguela,-13.0167,14.6333,N,309,624,0,-13.02,14.63,AAQE,1024320952,0,africa
Bo,Sierra Leone,Southern,7.9564,-11.74,N,393,539,0,7.96,-11.74,AAQE,1694651111,0,africa
Mambere,Central African Republic,Nana-Mambéré,5.5,15.5,N,383,627,0,5.5,15.5,AAQE,1140081585,0,africa
Damboa,Nigeria,Borno,11.15,12.75,N,406,618,0,11.15,12.75,AAQE,1566264329,0,africa
Mbour,Senegal,Thiès,14.4104,-16.9649,N,419,523,0,14.41,-16.96,AAQE,1686983171,0,africa
Singida,Tanzania,Singida,-4.8167,34.75,N,342,688,0,-4.82,34.75,AAQE,1834418526,0,africa
Kigoma,Tanzania,Kigoma,-4.8833,29.6333,N,341,672,0,-4.88,29.63,AAQE,1834583327,0,africa
Beni,Congo (Kinshasa),Nord-Kivu,0.5,29.4667,N,363,671,0,0.5,29.47,AAQE,1180325051,0,africa
Biyala,Egypt,Kafr ash Shaykh,31.1742,31.2218,N,486,677,0,31.17,31.22,AAQE,1818176148,0,africa
Zegoua,Mali,Sikasso,10.4519,-5.6511,N,403,559,0,10.45,-5.65,AAQE,1466856084,0,africa
Marka,Somalia,Shabeellaha Hoose,1.7156,44.7703,N,368,720,0,1.72,44.77,AAQE,1706165964,0,africa
Khenifra,Morocco,Béni Mellal-Khénifra,32.9394,-5.6675,N,493,559,0,32.94,-5.67,AAQE,1504143530,0,africa
Saqultah,Egypt,Sūhāj,26.6582,31.6714,N,468,678,0,26.66,31.67,AAQE,1818878774,0,africa
Uacu_Cungo,Angola,Cuanza-Sul,-11.3583,15.1194,N,316,625,0,-11.36,15.12,AAQE,1024677127,0,africa
Toamasina,Madagascar,Toamasina,-18.155,49.41,N,288,735,0,-18.16,49.41,AAQE,1450540529,0,africa
Mutare,Zimbabwe,Manicaland,-18.9667,32.6333,N,285,681,0,-18.97,32.63,AAQE,1716060405,0,africa
Barra_do_Dande,Angola,Bengo,-8.4728,13.3731,N,327,620,0,-8.47,13.37,AAQE,1024937810,0,africa
Sandton,South Africa,Gauteng,-26.107,28.0517,N,257,667,0,-26.11,28.05,AAQE,1710113163,0,africa
Owo,Nigeria,Ondo,7.1961,5.5864,N,390,595,0,7.2,5.59,AAQE,1566833788,0,africa
Gueckedou,Guinea,N’Zérékoré,8.5667,-10.1333,N,395,545,0,8.57,-10.13,AAQE,1324580681,0,africa
Tchaourou,Benin,Borgou,8.8833,2.6,N,397,585,0,8.88,2.6,AAQE,1204695000,0,africa
Duekoue,Côte d’Ivoire,Montagnes,6.7419,-7.3492,N,388,553,0,6.74,-7.35,AAQE,1384429839,0,africa
El_Jadid,Morocco,Casablanca-Settat,33.2333,-8.5,N,494,550,0,33.23,-8.5,AAQE,1504964063,0,africa
Osisioma,Nigeria,Abia,5.1497,7.3303,N,382,600,0,5.15,7.33,AAQE,1566203950,0,africa
Zanzibar,Tanzania,Zanzibar Urban/West,-6.165,39.199,N,336,702,0,-6.17,39.2,AAQE,1834823848,0,africa
Kafue,Zambia,Lusaka,-15.7667,28.1833,N,298,667,0,-15.77,28.18,AAQE,1894930695,0,africa
Laayoune,Morocco,Laâyoune-Sakia El Hamra,27.15,-13.1989,N,470,535,0,27.15,-13.2,AAQE,1504000319,0,africa
Apapa,Nigeria,Lagos,6.45,3.3667,N,387,588,0,6.45,3.37,AAQE,1566625487,0,africa
Ar_Ruseris,Sudan,Blue Nile,11.8633,34.3877,N,408,687,0,11.86,34.39,AAQE,1729614147,0,africa
Sidi_Aissa,Algeria,M’sila,36.5,4.2978,N,507,591,0,36.5,4.3,AAQE,1012091250,0,africa
Al_Ghardaqah,Egypt,Al Baḩr al Aḩmar,27.2578,33.8117,N,470,685,0,27.26,33.81,AAQE,1818666245,0,africa
Marcory,Côte d’Ivoire,Abidjan,5.312,-3.9936,N,382,564,0,5.31,-3.99,AAQE,1384405403,0,africa
Sikasso,Mali,Sikasso,11.3167,-5.6667,N,406,559,0,11.32,-5.67,AAQE,1466666150,0,africa
Bouafle,Côte d’Ivoire,Sassandra-Marahoué,6.9903,-5.7442,N,389,559,0,6.99,-5.74,AAQE,1384274339,0,africa
Sidi_Bel_Abbes,Algeria,Sidi Bel Abbès,35.1939,-0.6414,N,502,575,0,35.19,-0.64,AAQE,1012123414,0,africa
Mallawi,Egypt,Al Minyā,27.7306,30.8425,N,472,676,0,27.73,30.84,AAQE,1818284236,0,africa
Kuje,Nigeria,Federal Capital Territory,8.8822,7.2203,N,397,600,0,8.88,7.22,AAQE,1566591024,0,africa
Ait_Melloul,Morocco,Souss-Massa,30.3342,-9.4972,N,482,547,0,30.33,-9.5,AAQE,1504134516,0,africa
Kairouan,Tunisia,Kairouan,35.6772,10.1008,N,504,609,0,35.68,10.1,AAQE,1788844707,0,africa
Burutu,Nigeria,Delta,5.35,5.5167,N,382,595,0,5.35,5.52,AAQE,1566686777,0,africa
Beni_Mellal,Morocco,Béni Mellal-Khénifra,32.3394,-6.3608,N,490,557,0,32.34,-6.36,AAQE,1504131639,0,africa
Sunyani,Ghana,Bono,7.336,-2.336,N,390,570,0,7.34,-2.34,AAQE,1288679588,0,africa
Ashaiman,Ghana,Greater Accra,5.6995,-0.0348,N,384,577,0,5.7,-0.03,AAQE,1288638865,0,africa
Kasangati,Uganda,Wakiso,0.4378,32.6025,N,363,681,0,0.44,32.6,AAQE,1800208674,0,africa
